"GSM3478634"	"GSM3478635"	"GSM3478636"	"GSM3478637"	"GSM3478638"	"GSM3478639"	"GSM3478640"	"GSM3478641"	"GSM3478642"	"GSM3478643"	"GSM3478644"	"GSM3478645"
"PTGER1"	5.02690166666667	5.331959	5.67800133333333	5.40105533333333	5.46071733333333	5.72276266666667	5.13368433333333	5.10026133333333	5.20781266666667	5.17570766666667	5.07708066666667	5.049333
"PTGER2"	2.999107	2.558569	2.634966	2.47613	2.325763	2.437518	4.206784	4.349612	3.966593	2.235073	2.367168	2.563442
"PTGER3"	3.1369301	3.0941002	3.1675911	3.0797902	3.0751031	3.1900795	2.9743247	2.9615684	3.0394347	3.2560291	3.3393185	3.3814181
"PTGER4"	6.309442	6.866216	6.6839505	4.515152	4.569817	4.538708	6.160474	6.0160395	6.021531	3.6647405	3.646047	3.692629
"PTGER4P2-CDK2AP2P2"	4.308056	4.403326	4.47768	4.600347	4.709602	4.555181	4.435613	4.105394	4.338482	4.31998	4.479496	4.508858
"PTGES"	5.7217665	5.4015205	5.526537	4.6968475	4.5669775	4.8107265	5.732409	5.587988	5.6643575	4.7082595	4.8716835	4.9719145
"PTGES2"	7.354128	7.127137	7.384546	7.610021	7.592276	7.471647	7.74695	7.783525	7.900069	7.97208	7.85568	8.07976
"PTGES3"	12.81729	12.86103	12.79919	12.83606	12.8725	12.85855	12.54647	12.61798	12.53499	12.92734	12.95643	12.91869
"PTGES3L"	3.206717	2.860403	2.492261	3.124266	2.953009	2.862572	3.007533	2.978182	3.067115	2.712179	3.039078	2.891383
"PTGFR"	3.799138	3.820122	3.8470795	2.55738	2.591595	2.3609365	6.908333	6.886747	6.852733	2.2998345	2.3529225	2.4502445
"PTGFRN"	8.421086	8.2665535	8.208702	6.971539	6.876699	6.897123	10.324986	10.351308	10.367736	8.1445665	8.148047	8.157493
"PTGIR"	5.7549425	5.7406045	5.71011	5.731787	5.6054485	5.785265	5.6987985	5.755145	5.804912	5.587318	5.7628305	5.535054
"PTGIS"	3.22174433333333	3.34316966666667	3.41447933333333	3.515841	3.331598	3.32678966666667	3.41430466666667	3.45781133333333	3.37498433333333	3.37732033333333	3.42256233333333	3.40054366666667
"PTGR1"	8.582738	8.45169666666667	8.41632966666667	8.06711766666667	8.087117	8.054224	8.978285	8.97008666666667	8.989972	8.21942433333333	8.24664133333333	8.20187833333333
"PTGR2"	4.538136	6.0572	5.484657	6.312519	6.266522	6.384192	5.233343	5.243588	5.006552	5.363199	5.472334	5.376048
"PTGR2 /// ZNF410"	10.062282	9.8968865	9.923746	9.7266505	9.699883	9.6751825	10.829135	10.809005	10.801545	10.4529365	10.4004685	10.4128745
"PTGS1"	3.4285975	3.58127525	3.6710775	3.626209	3.55563625	3.687858	3.763791	3.492018	3.66594475	3.962725	3.87527525	3.89964975
"PTGS2"	2.4804555	2.729028	2.5849745	3.050097	3.0187465	2.7669785	6.1794325	6.2380885	6.1730375	2.2904415	2.370072	2.2545525
"PTH"	2.047569	2.109887	2.105869	2.144757	2.115807	2.094527	2.088974	2.079426	2.063756	2.158315	1.940045	2.023721
"PTH1R"	3.234197	4.037882	4.201486	3.930946	3.57341	4.000127	3.5026	3.714291	3.292102	3.354514	3.373244	3.757198
"PTH2"	5.437214	5.637883	5.428027	5.691404	5.613272	5.741673	5.727447	5.577501	5.729772	5.882035	6.000181	5.863674
"PTH2R"	2.907921	2.85468	2.953647	2.696304	2.73673	2.926355	2.913309	3.213507	3.010173	4.550925	4.20548	4.430889
"PTHLH"	3.03155866666667	3.14965866666667	3.38836566666667	2.72016966666667	2.832271	2.58012533333333	5.14351766666667	5.33667366666667	5.02268566666667	2.374265	2.44768	2.49471233333333
"PTK2"	8.9188705	8.94857625	8.78502175	9.49807925	9.57050575	9.46789975	7.194427	7.16089025	7.194713	7.37933825	7.35438325	7.3364875
"PTK2B"	5.078926	5.1035945	5.3114315	5.086884	5.072066	5.0189665	4.7161425	4.613892	4.72799	4.919547	5.048445	5.024234
"PTK6"	3.5926385	3.595643	3.4817935	3.4727015	3.374363	3.667617	3.6064175	3.5290805	3.6061675	3.4718805	3.7987945	3.76344
"PTK7"	6.644129	6.332077	6.4263575	6.72861	6.7445295	6.630961	6.0298955	6.121789	5.9913905	6.5237385	6.245045	6.4001815
"PTMA"	11.788875	12.119985	11.885185	12.191685	12.22529	12.21473	12.0321	12.1246	12.051495	12.78323	12.72939	12.733505
"PTMAP1 /// PTMAP1"	3.563778	3.740303	3.425007	3.706496	3.915955	3.929106	3.579628	3.374378	3.403509	4.033286	3.627499	4.01016
"PTMS"	5.804209	5.5114865	5.619548	5.7282935	5.675308	5.6605535	5.3422505	5.487822	5.387499	5.2309865	5.2050085	5.4674555
"PTN"	3.10790625	3.13184	3.116743	3.2565335	3.1967795	3.240458	3.2353995	3.13621	3.216635	5.70462625	5.7777945	5.57206175
"PTOV1"	9.511201	9.08252	9.114329	9.491229	9.474589	9.501629	8.973976	8.959328	9.062399	9.611378	9.639029	9.561727
"PTOV1-AS1"	4.4798305	4.165489	4.206803	4.479211	4.549669	4.6097645	4.1227155	4.3943985	3.975268	4.0336225	4.2073695	4.091141
"PTP4A1"	8.6056356	8.8750584	8.8564494	8.8502876	8.8638964	8.9568256	8.6889226	8.7220006	8.67929	8.5646986	8.4929562	8.4885654
"PTP4A2"	10.851124	10.9890765	10.94137175	10.832164	10.84959625	10.84920275	11.1083595	11.029844	11.0556275	10.90343675	10.90300475	10.8891025
"PTP4A3"	7.73271733333333	7.36904033333333	7.50936333333333	7.75175933333333	7.69502866666667	7.65283766666667	4.88760033333333	5.051491	4.95999566666667	6.118159	6.14638233333333	6.185604
"PTPDC1"	5.5894295	5.848663	6.019913	6.0133355	6.0495185	5.9598005	7.003974	6.962667	6.9158495	7.4483345	7.508363	7.5684555
"PTPLA"	7.201582	6.864089	6.910009	6.4152125	6.419981	6.5052585	7.40419	7.5324225	7.6018005	5.9429465	5.9512345	6.1021895
"PTPLAD1"	11.139702	10.9993055	11.0491225	11.393245	11.3616675	11.4025825	10.404883	10.44933475	10.41296275	10.95216975	10.95892225	10.938431
"PTPLAD2"	3.76621	3.6807015	3.9199445	3.4025405	3.485927	3.5962655	5.0412325	5.055437	5.1079905	4.697063	4.6304525	4.634672
"PTPLB"	9.904667	9.826995	9.8146535	9.9644465	9.910115	9.884154	9.477254	9.4588335	9.491763	8.8274725	8.812801	8.8298955
"PTPMT1"	7.470137	7.0677355	7.009527	7.283356	7.2962865	7.3209295	6.3100225	6.2913675	6.5730505	6.31428	6.3623585	6.4469165
"PTPN1"	5.45800775	5.03616625	5.11953475	4.991352	5.11399875	5.04167175	5.12576725	5.100827	5.080145	5.01601575	5.1530675	5.077365
"PTPN11"	6.23575616666667	6.05889266666667	6.160563	6.19259733333333	6.2655925	6.17856983333333	6.608174	6.58551733333333	6.5558375	6.92585583333333	6.969346	6.86393916666667
"PTPN12"	5.118632	4.96283666666667	4.98057833333333	4.86575633333333	4.888998	4.948111	6.80667266666667	6.88231033333333	6.73270433333333	5.960035	5.76672566666667	5.90257
"PTPN13"	4.325132	5.1951995	5.0800715	5.8961205	6.163632	6.0180055	3.7441075	3.8095975	3.8544385	2.8126605	2.640775	2.6889565
"PTPN14"	7.24578625	7.029105	7.0860835	5.685238	5.5090915	5.4401985	7.5538285	7.57147275	7.66761225	3.2563925	3.13229675	3.593824
"PTPN18"	4.50446766666667	4.549921	4.608143	4.61656	4.60890133333333	4.63376533333333	4.884131	4.869274	4.891227	5.64697666666667	5.48451	5.48715
"PTPN2"	5.235025	5.35215866666667	5.27944966666667	5.5821425	5.4708055	5.49720333333333	4.94343066666667	4.89349316666667	4.93354316666667	5.3808075	5.33632916666667	5.35943583333333
"PTPN20B"	2.266855	2.179381	2.141241	2.171658	2.007864	2.351064	1.917984	2.207881	1.905847	1.856081	1.93788	1.935461
"PTPN21"	5.3103624	4.9846906	5.0884444	4.3070632	4.2395902	4.2995904	5.7720096	5.8208236	5.867867	4.4030988	4.3677796	4.4602134
"PTPN22"	2.67863175	2.4069525	2.39670325	2.36068725	2.38734025	2.362746	2.6290855	2.5825275	2.72783475	2.67086575	2.53999675	2.39805025
"PTPN23"	5.194031	5.190722	5.1176185	4.9005255	5.1692505	5.0263605	5.3105275	5.2772345	5.170969	5.2771145	5.2669185	5.368517
"PTPN3"	6.4105365	6.003426	5.9551955	6.840138	6.7719165	6.73759	6.971186	7.049825	6.9976815	7.8892815	7.914706	7.9662085
"PTPN4"	4.62619675	4.515762	4.35730075	4.72252025	4.79164275	4.682152	4.4101645	4.4225535	4.43714025	5.283653	5.26250525	5.20352975
"PTPN5"	3.42134466666667	3.32129566666667	3.47077	3.34340633333333	3.37097133333333	3.506023	3.20661566666667	3.33495833333333	3.29088066666667	3.09382033333333	3.20826966666667	3.19745266666667
"PTPN6"	4.615974	4.72233	4.766538	4.863516	4.688403	4.881694	4.393708	4.725351	5.020107	5.626902	5.676833	5.519758
"PTPN7"	4.5483825	4.638922	4.6317	4.6724745	4.744451	4.434698	4.511129	4.8121445	4.678945	4.4413985	4.634478	4.5293505
"PTPN9"	4.25750466666667	4.246391	4.177079	4.55420533333333	4.525317	4.53687466666667	4.56489766666667	4.60198866666667	4.821696	4.403505	4.259319	4.479395
"PTPRA"	6.930347	6.569053	6.56545933333333	6.74970833333333	6.70128833333333	6.69848866666667	6.70762133333333	6.664781	6.842852	6.97903366666667	6.978137	6.96975066666667
"PTPRB"	2.79765875	2.757593	2.9240555	2.7401105	2.6029575	2.6792105	2.85774	2.8691375	2.8224415	2.601718	2.62074725	2.70841125
"PTPRC"	2.6577318	2.4404756	2.5273	2.3267466	2.2987482	2.2638586	2.4002208	2.4847688	2.4976666	2.2066506	2.3175184	2.3155644
"PTPRCAP"	4.756838	4.39759	4.558455	4.551792	4.699057	4.860133	4.438385	4.723595	4.654907	4.228603	4.46327	4.369736
"PTPRD"	3.99693225	4.13714575	4.1194465	2.71917475	2.63908625	2.6785995	5.962288	5.98446925	6.0225645	6.53390925	6.55706675	6.6186925
"PTPRE"	4.37641	4.26495766666667	4.20558133333333	2.96285866666667	3.01772566666667	3.01325133333333	4.45158633333333	4.39930133333333	4.403124	4.84511033333333	4.75476533333333	4.82013733333333
"PTPRF"	7.2141405	6.849022	6.891964	7.3487675	7.378977	7.2171595	8.059239	8.07117275	8.04665075	8.27548725	8.2837885	8.33530525
"PTPRG"	6.19075825	6.28985725	6.21994425	6.41704325	6.33421925	6.239391	7.25041425	7.279949	7.304726	6.927245	6.942603	6.923543
"PTPRG-AS1"	4.703582	4.37388	4.345806	4.72456	4.829193	4.50516	3.614748	4.072057	3.50849	6.388335	6.253964	6.027494
"PTPRH"	3.785004	3.811432	3.663791	3.894101	4.01774	3.973303	3.462274	3.552539	3.87785	3.151869	3.118334	3.220306
"PTPRJ"	5.13125933333333	4.906761	4.89885933333333	4.99306966666667	5.07593566666667	5.05309233333333	4.95286366666667	4.90695866666667	4.911765	5.11487833333333	5.17116333333333	5.09681833333333
"PTPRK"	7.855878	7.636796	7.5978135	7.9786855	8.0555705	7.944812	7.0472145	7.10042	6.914861	6.498947	6.456507	6.4710095
"PTPRM"	6.713945	6.623087	6.113954	3.827916	3.298645	3.6759465	6.3882675	6.4987205	6.3954625	4.4654625	4.5768195	4.2009075
"PTPRN"	3.952645	3.654703	3.788745	3.761783	3.459899	3.695788	3.344617	3.294959	3.245225	3.478117	3.505444	3.504703
"PTPRN2"	3.444041	3.362698	3.27811933333333	3.78549666666667	3.55990933333333	3.674071	4.10229566666667	4.151342	4.05105066666667	6.381291	6.469644	6.33103266666667
"PTPRO"	5.72907533333333	5.79682	5.67989433333333	6.051341	5.984482	6.01183066666667	5.25084766666667	5.32786766666667	5.123512	5.44412266666667	5.35165833333333	5.350669
"PTPRR"	4.978557	5.005931	4.0836785	2.58376	2.544675	2.86377	5.8704335	5.7378985	5.969397	3.6052355	3.831597	3.6437655
"PTPRS"	5.66089366666667	5.300514	5.645193	5.79518133333333	5.773076	6.02824733333333	5.90423766666667	5.88364466666667	5.937163	5.59110333333333	5.68102766666667	5.738582
"PTPRT"	7.523012	7.097913	7.1084	8.383593	8.364573	8.224908	3.894998	3.881169	4.291988	3.666239	4.294111	4.369709
"PTPRU"	5.405877	5.491947	5.668104	5.147783	5.279382	5.539324	5.068362	5.149471	5.152317	5.276958	5.221772	5.400969
"PTPRZ1"	2.718724	2.429327	2.312881	2.488257	2.440776	2.429196	6.077773	6.168595	6.049009	9.339064	9.329896	9.033584
"PTRF"	8.74234033333333	8.54703133333333	8.47564	6.44337666666667	6.47637766666667	6.24375266666667	9.308547	9.33554833333333	9.34124966666667	6.58944733333333	6.57661433333333	6.58249666666667
"PTRH1"	4.9835985	4.839459	4.845563	4.687548	4.60301	4.668069	4.8604155	4.7309465	4.9421455	4.665725	4.607265	4.416362
"PTRH2"	9.726855	9.450335	9.486584	9.736892	9.761467	9.724329	9.016159	9.080187	9.04747	8.421716	8.464892	8.546696
"PTRHD1"	10.17199	9.916552	9.93354	10.46878	10.38207	10.34248	8.870337	9.010296	8.967674	9.448078	9.438847	9.384289
"PTS"	10.42971	10.20254	10.15373	10.18065	10.19641	10.12494	9.730153	9.781336	9.774061	9.888334	9.896173	9.896004
"PTTG1"	12.35051	11.97644	12.11741	11.77226	11.7737	11.77642	10.60504	10.635	10.68907	11.36725	11.35661	11.40889
"PTTG1IP"	11.8489	11.61189	11.66632	11.47432	11.48874	11.48443	12.43258	12.48069	12.54968	11.1947	11.17892	11.14706
"PTTG2"	2.986826	3.14065	3.051952	3.025267	3.239449	2.937385	2.524654	2.604428	2.538116	2.604428	2.71767	2.688167
"PTTG3P"	8.456653	8.543929	8.241968	8.129904	8.237989	8.215688	7.094718	6.838786	6.961692	7.558458	7.608858	7.430956
"PTX3"	6.23303	6.635995	6.375728	2.590709	2.606238	2.280951	10.32873	10.11655	10.03279	4.353108	4.295679	4.086292
"PUF60"	11.30821	10.94655	11.03296	11.20125	11.17193	11.14429	10.0148	10.05711	10.06161	10.22268	10.34885	10.3301
"PUM1"	10.55033	10.426658	10.4333696666667	10.7311933333333	10.7149866666667	10.6838866666667	10.57182	10.5505966666667	10.5859933333333	10.9702	10.9858033333333	10.97184
"PUM2"	7.01083166666667	6.97190466666667	7.080366	7.15374333333333	7.17321966666667	7.11112033333333	7.129046	7.11193033333333	7.11318666666667	7.54924766666667	7.56754966666667	7.49205966666667
"PURA"	6.447339	6.4831362	6.458488	6.157099	6.1695376	6.1198392	5.71806	5.7628752	5.7409244	6.1222418	6.1069628	6.1434794
"PURB"	2.993385	2.860442	3.181485	2.726367	3.054235	3.415486	2.978328	2.697871	3.032547	2.834939	2.600891	2.625853
"PURG"	3.4673205	3.185221	3.5059135	3.292126	3.2480185	3.3941315	3.2368865	3.327792	3.187448	4.171311	4.2410795	4.301252
"PUS1"	7.720942	7.338335	7.553102	7.969378	7.909464	7.798144	6.628391	6.679964	6.693902	5.722207	5.659198	5.591863
"PUS10"	4.372639	4.403588	4.38405666666667	4.39774033333333	4.35060533333333	4.43698933333333	4.211799	4.28451233333333	4.14490233333333	3.96120066666667	3.963755	4.07474133333333
"PUS3"	8.186474	7.851498	7.67811	8.208885	8.186165	8.161425	6.98111	6.980334	7.033416	7.408154	7.425833	7.509182
"PUS7"	9.42384	9.296433	9.365237	9.684711	9.674724	9.720879	9.513969	9.507977	9.479346	8.902164	8.855181	8.80477
"PUS7L"	6.455182	6.429722	6.2951275	6.5251545	6.548639	6.697582	6.3699665	6.402637	6.2659595	6.2282185	6.21935	6.179909
"PUSL1"	7.979125	7.931072	8.052509	8.238665	8.125422	8.072318	7.102554	7.095791	7.156742	7.837816	7.757282	7.903249
"PVALB"	2.970181	3.028658	2.853993	2.937415	2.656092	2.85468	2.741588	2.84562	3.014682	2.909545	3.020798	2.994745
"PVR"	5.77211657142857	5.71368942857143	5.76280328571429	5.33265828571429	5.50613114285714	5.45533871428571	6.63821685714286	6.60004185714286	6.64172757142857	5.44205314285714	5.432069	5.55704228571429
"PVRIG"	3.905715	3.694343	3.887711	3.87384	3.737999	3.983395	4.204948	4.274217	4.209603	4.045637	4.247164	4.149917
"PVRL1"	4.621918	4.49768025	4.56698775	4.54208325	4.5653255	4.66882275	4.55113975	4.54974725	4.52080225	4.772001	4.817107	4.9308565
"PVRL2"	6.1453095	5.975724	5.98792275	5.15759025	5.1383875	5.1323135	6.9793095	6.9378315	7.10015175	6.09935975	5.96349425	6.0402145
"PVRL3"	7.244906	7.70938	7.424173	6.419861	6.799109	6.604364	6.858315	6.783774	6.872783	7.6333	7.593121	7.583211
"PVRL3-AS1"	4.105953	3.598786	3.349817	4.072122	3.613944	3.369623	3.810537	3.763419	3.665912	3.834853	3.977517	3.820559
"PVRL4"	4.386806	4.488991	4.161686	4.248988	4.441836	4.684756	4.435613	4.189859	4.417042	4.755795	4.323225	4.687337
"PWAR5"	2.476931	2.702713	2.460956	3.26237	3.100573	3.390439	2.696965	2.552086	2.64764	2.781625	2.757963	2.606973
"PWAR6"	6.2287635	6.816573	6.668486	7.674297	7.792015	7.734261	5.4326115	5.3504185	5.261899	6.6445865	6.5471715	6.4585935
"PWP1"	9.37781866666667	9.16530833333333	9.16637866666667	9.27950166666667	9.26805333333333	9.20893133333333	9.078286	9.106551	9.08716766666667	8.94078933333333	8.947411	8.92350466666667
"PWP2"	6.76651066666667	6.66457366666667	6.88667866666667	6.99137666666667	6.942721	7.00055433333333	6.34590433333333	6.36578533333333	6.20557066666667	6.28274466666667	6.338233	6.34850566666667
"PWRN2"	2.387368	2.1583795	2.261754	2.288905	2.2183285	2.2600135	2.300504	2.2505245	2.078492	2.2702345	2.2195005	2.3660715
"PWWP2A"	6.671079	6.5916885	6.659392	6.69408075	6.530529	6.572229	5.7529225	5.809134	5.75175175	6.199989	6.19137125	6.19782775
"PWWP2B"	5.59564066666667	5.55074966666667	5.68769833333333	5.73654466666667	5.66393466666667	5.62493266666667	5.65300766666667	5.83744833333333	5.859241	6.35500666666667	6.394647	6.35098333333333
"PXDC1"	6.868007	6.5434695	6.7275995	5.2425735	4.794996	4.99249	6.183889	6.302643	6.2886235	5.525147	5.5021615	5.593531
"PXDN"	9.247003	8.807014	8.85713	6.857469	6.841397	6.8279	10.1711405	10.1910015	10.241297	7.4110775	7.3910235	7.413843
"PXDNL"	2.157526	2.456546	2.727644	1.822527	2.019135	1.95419	2.332646	2.401806	2.193596	1.973674	2.212391	2.134669
"PXK"	6.25397325	6.2247955	6.12441875	6.05200775	6.08625425	6.0127485	7.2490425	7.16306025	7.24342525	5.9368935	5.9316275	5.9761835
"PXMP2"	9.460436	9.256325	9.240722	9.466431	9.3789	9.411577	8.052207	8.191143	8.269989	9.533137	9.532349	9.530933
"PXMP4"	6.87946933333333	6.54321833333333	6.58460833333333	6.60676566666667	6.65821066666667	6.55883566666667	4.549844	4.337112	4.646392	4.70894666666667	4.382382	4.44105066666667
"PXN"	5.886725	5.696572	5.7738255	5.7336125	5.6378015	5.7997325	6.7494325	6.5105245	6.6299055	5.3456835	5.2492195	5.510806
"PXN-AS1"	6.946076	6.508743	6.704139	7.110154	7.09363	6.946943	5.946205	5.890586	5.772411	7.372485	7.35283	7.45491
"PXT1"	2.606673	2.702713	2.702675	2.59655	2.37261	2.647996	2.60477	2.758751	2.844762	2.511136	2.425893	2.716073
"PXYLP1"	6.5216745	6.3934105	6.678744	5.5660625	5.5753195	5.7073515	6.4250005	6.6790155	6.4703945	6.1295245	6.0501225	6.1923565
"PYCARD"	6.471368	6.080811	5.959171	6.723764	6.533474	6.621584	5.426135	5.715466	5.515324	5.139705	5.06662	4.609779
"PYCARDOS"	4.143675	4.091598	4.359341	4.755335	4.578192	4.491541	4.37388	4.4572	4.277096	4.24563	4.183674	4.27528
"PYCR1"	8.58714	8.458688	8.41838	8.294628	8.507427	8.368735	7.300087	7.47531	7.664867	7.819255	7.911842	7.855609
"PYCRL"	6.922044	6.532486	6.618583	7.074324	6.988768	6.840624	5.576277	5.87966	5.48788	5.180469	5.325666	4.985927
"PYDC1"	3.265045	3.14831	2.993385	3.567954	2.771982	3.209393	2.710774	2.831591	2.530065	2.619514	2.671556	2.898655
"PYGB"	6.3467135	6.2955655	6.444853	6.620032	6.443759	6.517829	6.4066615	6.370554	6.2844515	6.1522685	6.0214545	6.243326
"PYGL"	9.249225	9.070433	8.895569	7.364466	7.318775	7.228094	10.84206	10.7776	10.78574	4.886995	4.564725	4.88908
"PYGM"	4.353821	4.279613	4.503219	4.544934	4.440411	4.05523	4.669542	4.544731	4.359818	4.115217	4.580566	4.495801
"PYGO1"	2.945734	2.686709	2.58443833333333	2.84163833333333	2.83363466666667	2.70956033333333	3.56334566666667	3.668229	3.745044	3.582344	3.460949	3.476024
"PYGO2"	6.1296865	5.97344	5.9136465	6.2045125	6.111497	6.2502145	5.841627	5.8896135	5.8880655	6.2034555	6.2329095	6.119028
"PYHIN1"	2.6764005	2.60436	2.787417	2.561991	2.7380575	2.6361835	2.622597	2.677845	2.5517985	2.72958	2.7320475	2.7708495
"PYROXD1"	5.678731	5.72135466666667	5.616571	5.91994033333333	5.989113	5.88375133333333	5.22215	5.373088	5.261425	6.330224	6.21379166666667	6.23007566666667
"PYROXD2"	5.680386	5.4282665	5.5817035	5.0093215	5.2495455	4.967013	4.5956335	4.5397125	4.651863	4.435224	4.3034515	4.294571
"PYY"	3.8442535	3.9362325	4.1126975	3.8684755	3.935533	4.1222295	3.8811735	3.619968	3.8348495	3.533093	3.6037915	3.547793
"PYY2"	4.054686	4.160844	4.125734	4.751021	4.261711	4.41684	3.88434	3.865914	4.032638	3.859624	3.974073	3.873147
"PZP"	3.045989	3.216541	2.904308	3.25708	3.153916	3.076309	3.04431	3.044341	3.028153	2.995228	3.130673	3.422649
"QDPR"	7.2746875	6.930193	7.0659965	7.283867	7.2037425	7.0984395	6.955082	6.88294	6.9683335	6.9727795	6.9542225	6.934747
"QKI"	7.5017234	7.5076887	7.4698055	6.9584868	7.0037422	6.9291693	7.9485452	7.8430949	7.8920521	5.7102519	5.6706482	5.616233
"QPCT"	2.854205	2.897094	2.859553	2.38006	2.412839	2.403147	2.797594	3.199547	2.438989	2.319576	2.245993	2.419719
"QPCTL"	4.403896	4.210696	4.177349	4.238398	4.371399	4.122861	4.733321	4.68096	4.657925	4.1169	4.214471	4.304394
"QPRT"	9.985214	9.51486	9.673018	9.977283	9.980799	9.942662	8.074564	8.08788	8.190574	6.921542	7.06267	7.0844
"QRFPR"	2.454172	2.346943	2.455067	2.366421	2.257671	2.515956	2.328749	2.060486	2.119063	2.205204	2.08521	2.224585
"QRICH1"	7.489495	7.3583805	7.4013845	7.6433285	7.5792005	7.574784	7.1774145	7.1938665	7.1858235	7.5335855	7.508641	7.4746345
"QRICH2"	4.086771	3.986493	4.155528	4.248799	3.655818	4.177674	4.021326	4.294946	4.192776	3.519222	3.532983	3.665038
"QRSL1"	7.175274	7.13686025	7.05542025	7.58713725	7.547906	7.435552	5.757163	5.83240225	5.7668775	5.89579075	5.89666475	5.795236
"QSER1"	7.26442325	7.16192225	7.11680325	7.39924725	7.31808475	7.354453	7.66657875	7.70330125	7.710726	7.6072975	7.587462	7.62761
"QSOX1"	6.582582	6.402755	6.550452	5.6459205	5.743647	5.610917	7.154456	6.96283	7.019478	5.2045305	5.3710775	5.2844655
"QSOX2"	7.4562515	7.177839	7.174593	7.661001	7.551734	7.5892565	6.8878085	6.8946415	6.933233	8.047976	8.100457	8.129348
"QTRT1"	8.760127	8.321765	8.401795	8.781549	8.741908	8.624198	6.984975	7.048812	7.136385	6.644765	6.883341	6.719615
"QTRTD1"	4.43651366666667	4.40920766666667	4.32994666666667	4.522297	4.592303	4.56537733333333	4.04503733333333	3.892551	3.98387866666667	3.83079966666667	3.63635366666667	3.730811
"R3HCC1"	8.367715	8.013267	8.022834	8.0806265	8.050897	7.987563	7.8852585	7.960874	7.9751575	8.734087	8.7629655	8.747694
"R3HCC1L"	5.093578	4.916427	5.0017405	5.2733455	5.035923	4.8602655	5.98442	5.84351	6.070349	5.831428	5.8459045	5.6950205
"R3HDM1"	6.783968	6.535895	6.5399585	6.6721385	6.6749865	6.6423035	6.5727175	6.4450505	6.5486	6.5684645	6.7502025	6.6456035
