"GSM3478634"	"GSM3478635"	"GSM3478636"	"GSM3478637"	"GSM3478638"	"GSM3478639"	"GSM3478640"	"GSM3478641"	"GSM3478642"	"GSM3478643"	"GSM3478644"	"GSM3478645"
"AC010145.4"	3.329494	2.978796	3.254197	2.975945	3.155645	3.109351	3.250265	3.113031	3.190168	3.354434	3.073244	3.15413
"AC010524.4"	3.7116505	4.030443	3.87483	4.1202865	4.1631805	4.19538	3.6624945	3.7098735	3.772852	4.0613555	3.9874605	3.7020875
"AC010980.2 /// LOC440934 /// LOC440934"	5.796883	5.329629	5.477336	5.297098	5.653183	5.285897	3.846356	4.55024	3.75306	3.633996	3.774456	3.494908
"AC011997.1 /// BC021693"	2.524289	2.080805	2.147564	2.303077	2.596914	2.454616	2.128095	2.150291	2.076236	2.051508	2.730199	2.281239
"AC012065.7"	4.636459	4.45121	4.564048	3.966082	4.257382	4.235138	4.569185	4.279891	4.222761	4.466066	4.49844	4.419106
"AC012360.6"	3.985804	4.275938	4.009525	4.163801	3.979903	4.184371	4.064357	4.034576	3.969351	3.904775	4.194998	4.181987
"AC012499.1"	4.81469	4.616572	4.523567	4.821956	5.236754	4.527453	3.120162	3.443395	3.56691	3.337159	3.318883	3.273658
"AC012531.25"	3.564991	3.407027	3.698442	3.605882	3.32524	3.44696	3.456627	3.687723	3.517093	3.636126	3.40899	3.534301
"AC013463.2"	3.713076	3.805459	4.037852	3.422111	4.097254	3.89673	3.624081	3.626853	3.955539	4.004556	3.914836	3.641943
"AC013733.4"	2.319034	2.352253	2.3453825	2.506345	2.3511375	2.3531385	2.317279	2.357391	2.5173235	2.189257	2.38006	2.4033635
"AC016831.7"	2.839151	3.110222	2.912045	2.826365	3.116116	2.936117	3.034111	3.062545	2.999939	3.151869	3.265918	3.220691
"AC016999.2"	4.24252	4.197086	4.433163	4.431137	4.367806	4.718486	4.057728	4.196277	4.131853	4.082723	4.247477	4.212207
"AC017002.2"	4.532432	3.992528	4.038549	2.476788	2.745858	2.85468	4.313136	4.297078	4.093743	2.592567	2.710881	2.741171
"AC017104.6"	5.726609	5.916252	6.05796	5.911601	5.845978	6.09812	6.203583	6.234436	6.202002	6.102923	6.275007	6.17016
"AC018462.2 /// BC071802"	2.280066	2.361681	2.254001	2.457012	2.349434	2.457156	2.198201	2.280666	2.073305	2.43481	2.322601	2.421741
"AC018755.16"	6.877485	6.916269	6.56608	6.592066	6.568399	6.610481	6.672094	6.776552	6.797577	6.793311	6.714819	6.831079
"AC018755.17"	2.344849	2.337596	2.474028	2.289135	2.389256	2.341257	2.382662	2.413136	2.169575	2.46816	2.53525	2.381538
"AC018766.6"	3.248401	3.48401	3.568811	3.549685	3.510745	3.479782	3.403164	3.303428	3.370754	3.348417	3.481135	3.457017
"AC018816.3"	3.257933	3.201358	3.274631	3.15162	2.850621	3.149311	3.275701	3.221311	3.416584	3.048188	3.294382	3.232301
"AC024560.2"	2.28702	2.793835	3.168069	2.759371	2.898498	3.319311	2.987413	2.771982	2.997855	3.007397	3.078998	3.16717
"AC025442.3"	4.442535	4.184252	4.2552945	4.4290105	4.5661445	4.5243465	4.052049	4.43911	4.3700555	4.248235	4.3370775	4.4353105
"AC064852.4"	2.615787	2.365557	2.186874	2.467129	2.402606	2.346462	2.42354	2.736287	2.319576	2.321109	2.350499	2.25709
"AC067956.1"	2.289722	2.266501	2.301371	2.709233	2.162604	2.578474	2.041954	2.289972	2.518289	2.275442	2.121564	2.250252
"AC068039.4"	3.262139	3.821019	3.857117	3.971613	3.989819	4.01585	3.443981	3.55294	3.619136	3.857117	3.844823	3.824279
"AC068138.1"	2.66352	3.232398	3.111651	2.833017	2.914295	3.073939	3.283477	3.135296	3.196697	3.350023	3.471914	3.274156
"AC068831.3"	4.658246	4.841259	4.73489	5.088902	4.965729	4.876889	4.435837	4.787743	4.540054	4.658246	4.435837	4.806994
"AC069277.2 /// AF279782"	2.514342	2.723515	2.083121	2.203393	2.629849	2.269017	2.402346	2.367009	2.272177	2.359908	2.253488	2.35201
"AC073283.7"	4.108838	4.217555	4.204457	3.969697	3.877023	4.333147	4.073555	4.072057	3.694574	4.127804	4.012059	3.962062
"AC073321.4"	4.657209	4.49507	4.423892	4.55266	4.810485	4.488751	4.314079	4.549211	4.533112	4.250011	4.198431	4.202015
"AC074212.6"	4.814219	4.641988	4.672821	4.525858	4.6823975	4.9377275	4.037569	4.1326925	4.3496295	4.048953	4.1364095	4.0425665
"AC078842.4 /// AK094915"	2.538354	2.572359	2.807646	2.738837	2.632303	2.575886	2.552494	2.50545	2.584482	2.547289	2.608118	2.593236
"AC078883.3 /// AC078883.4"	4.165927	4.545614	5.038374	4.679765	4.793519	5.000412	4.777379	4.774377	4.69902	4.777379	4.653922	4.600943
"AC079305.10"	4.474712	4.765275	4.512804	4.603659	4.829617	4.626181	4.672616	4.748219	4.780727	4.408194	4.566489	4.190949
"AC079741.2"	2.564556	2.316335	2.296647	2.459841	2.581251	2.405689	1.945614	2.045002	2.023029	2.020446	2.185674	2.194332
"AC079767.4"	2.532023	2.404792	2.517968	2.487517	2.477458	2.614801	2.647552	2.444548	2.587127	2.537319	2.371838	2.413989
"AC079807.4"	2.358045	2.554345	2.748344	2.651286	2.693069	2.752063	2.802337	2.709768	2.63684	2.479598	2.799017	2.742065
"AC083843.1"	5.085867	5.008316	5.0646445	5.5442715	5.6775095	5.5471145	4.230741	4.410486	4.1614285	5.0351315	5.0400165	4.9940165
"AC083949.1"	4.19563	4.413409	4.206594	4.677789	4.660135	4.38453	5.898835	5.837165	5.882405	6.423844	6.36458	6.278095
"AC084219.3"	2.38006	2.580436	3.012718	2.588926	2.405773	3.046455	2.873656	2.85468	2.789829	2.685686	2.698024	2.649704
"AC087501.1"	2.415529	1.932983	2.287128	2.063181	2.319576	2.12281	2.206279	2.005646	1.956593	2.106245	2.049767	2.190887
"AC090627.1"	2.518672	2.60424	2.316614	2.352248	2.376861	2.369057	2.2786	2.370338	2.184606	2.23997	2.515641	2.365077
"AC091133.1"	6.608415	6.335909	6.761408	6.754209	6.802916	6.751772	6.305811	6.482349	6.56238	7.506415	7.445155	7.365255
"AC091633.3"	2.160994	2.266501	2.423812	2.268052	2.19894	2.199596	2.351397	2.238319	2.169575	2.305964	2.288817	2.213471
"AC092155.4 /// BC038779"	2.148345	2.342431	2.531101	2.380501	2.42751	2.431192	2.586087	2.444878	2.228513	2.444532	2.42751	2.362338
"AC092192.1"	2.397855	2.261292	2.488492	2.38006	2.332817	2.156211	2.28807	2.269702	2.412651	2.376434	2.256846	2.429743
"AC092620.2"	4.145697	3.898885	3.713001	4.853435	4.868812	4.72175	3.451322	3.669175	3.379422	4.187823	4.347721	4.137934
"AC092660.1"	3.948646	4.343663	4.455396	4.089779	4.369849	4.168725	4.390324	4.416114	4.462323	4.305249	4.41584	4.301333
"AC092667.2"	2.75036	2.632052	2.907727	2.76449	2.789171	2.706601	2.685878	2.585171	2.567174	2.551816	2.698086	2.568061
"AC099684.1 /// BC040634"	3.864299	3.275704	3.142942	3.253004	3.117318	3.274832	2.74337	2.826998	3.060731	2.823091	3.098858	2.998354
"AC099850.1 /// BC017255"	4.722527	4.431267	4.428154	4.490561	4.613106	4.134016	4.137967	4.301333	4.447354	4.993776	4.781434	4.720642
"AC100830.4"	3.940743	3.972638	3.738434	4.237329	4.155303	3.983137	3.944726	3.763566	3.032284	3.876081	3.366873	3.672339
"AC104537.2 /// TCEB1P28"	2.814912	3.09404	2.78076	3.153948	3.143589	3.160239	3.102695	2.889089	3.052755	2.743243	3.047374	3.074872
"AC104667.3"	4.238242	4.231213	4.415093	4.394648	4.495802	4.642388	4.255869	4.162817	4.42583	4.319906	4.34843	4.039419
"AC106801.1"	4.607593	4.710297	5.025515	4.924359	4.816113	4.732038	5.192229	5.287258	4.818334	4.965766	5.101218	4.808656
"AC108056.1"	1.908063	2.280182	2.267401	2.112567	1.939943	2.11188	2.29081	2.114343	2.169575	2.438188	2.324784	2.209254
"AC112198.1"	2.909527	2.798398	3.210569	2.62547	3.230185	2.737092	2.623405	2.735304	2.794508	2.624912	2.493726	2.541949
"AC114730.11"	3.246212	2.619312	3.165994	2.794195	2.855758	2.874279	2.635029	2.588506	2.703133	2.790112	2.775416	2.740714
"AC114752.3"	2.627612	3.137619	2.816354	2.989052	2.684559	2.795563	3.008931	2.826861	2.976386	2.947028	2.914271	2.895869
"AC124997.1"	1.97874	1.940851	2.285496	2.010756	1.963892	1.92925	2.079832	1.840704	2.000055	2.145533	1.990871	2.155231
"AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2"	5.615874	5.420369	5.938776	5.542836	5.904747	5.678398	5.740156	5.588617	5.668885	5.683979	5.700144	5.67689
"AC136289.1"	2.114548	2.276192	2.235292	2.212725	2.1319	2.110229	2.322958	1.939811	1.942587	2.060001	2.066924	2.071187
"AC139100.2 /// PARD6G-AS1"	5.873413	5.42775	5.573814	4.830537	4.977818	4.968394	5.383449	5.22588	5.267862	5.418724	5.434931	5.231012
"AC139100.3"	2.440876	2.266502	2.493152	2.398505	2.539701	2.615057	2.506382	2.376354	2.600383	2.617504	2.798048	2.403281
"AC141928.1"	4.0726035	4.0418835	4.059902	3.8604105	3.88545	3.8938045	3.8682845	4.0115405	3.796225	4.021506	4.116098	4.1277405
"AC144652.1"	7.63192	7.303197	7.363692	7.517488	7.358923	7.41682	6.404747	6.896353	6.516942	7.563968	7.601233	7.673238
"AC145343.2"	4.585472	4.40246	4.244719	4.423485	4.194726	4.331093	3.948107	4.331492	4.479652	4.082897	3.989075	3.83519
"ACAA1"	8.502149	8.363964	8.3529595	8.453335	8.3992575	8.398041	8.389792	8.3815605	8.448742	8.1702905	8.186264	8.259918
"ACAA2"	8.16650866666667	7.824794	7.867227	8.18094466666667	8.12968966666667	8.18024366666667	6.95236066666667	6.994599	6.98123	7.336874	7.266222	7.34354966666667
"ACACA"	7.599421	7.254018	7.4163625	7.5389505	7.5868	7.5342115	7.3557765	7.296944	7.3111165	7.6467615	7.681184	7.6472825
"ACACB"	5.11837733333333	5.08580733333333	5.10928616666667	5.40317133333333	5.28701416666667	5.39486683333333	5.216229	5.33665	5.25726016666667	5.354362	5.37620383333333	5.46091033333333
"ACAD10"	4.20553625	4.40386875	4.307861	4.700511	4.6141265	4.553372	4.16211025	4.279982	4.19647875	4.5850755	4.63190725	4.53584225
"ACAD11 /// NPHP3 /// NPHP3-ACAD11"	7.300635	6.85313	6.778946	6.861987	6.802969	6.78842	7.387445	7.385398	7.497275	6.41133	6.549419	6.545056
"ACAD8"	8.615842	8.435757	8.425226	8.800768	8.810173	8.808754	7.801287	7.830993	7.807219	8.057198	8.114553	8.076133
"ACAD9"	8.562713	8.300939	8.200233	8.46771	8.493656	8.356103	7.968466	8.053193	8.016718	8.311714	8.364631	8.340543
"ACADL"	2.5659805	2.586371	2.430878	2.744392	2.7168065	2.6487515	3.225685	3.119631	3.269837	2.609679	2.737413	2.4763965
"ACADM"	9.23805	10.14559	9.880196	10.24839	10.35529	10.38791	10.41533	10.3461	10.19459	10.43709	10.27133	10.34704
"ACADS"	5.91859	5.558927	5.695797	5.825344	5.772803	5.706937	5.25645	5.398763	5.293816	5.074729	5.220365	5.214108
"ACADSB"	3.681226	3.7329585	3.6958125	3.8117885	3.8458405	3.7301295	5.946532	5.7635825	5.7025595	6.8858225	6.852282	6.7042485
"ACADVL"	9.364323	8.912803	8.964939	9.311306	9.239933	9.251713	9.56764	9.625181	9.706709	9.584061	9.611248	9.66331
"ACAN"	4.5335375	4.6628565	4.737015	4.656553	4.6903075	4.7950745	4.559688	4.49616525	4.46992125	4.5937935	4.5423295	4.511446
"ACAP1"	5.03887633333333	4.72115333333333	4.95098133333333	4.95007433333333	4.81604666666667	4.91091966666667	4.46369166666667	4.553255	4.520948	4.522524	4.51217533333333	4.51707266666667
"ACAP2"	6.06123233333333	6.02754333333333	5.86102066666667	5.73464633333333	6.03070333333333	5.98920466666667	6.50119933333333	6.47673833333333	6.40527366666667	7.12805133333333	7.262916	7.137708
"ACAP3"	6.2117795	5.907006	5.8811665	6.08561	6.198956	6.1671005	6.3349945	6.3034735	6.2955675	7.795232	7.801446	7.767022
"ACAT1"	5.73153	5.554758	5.64430366666667	5.75405866666667	5.72547866666667	5.61061666666667	5.32080466666667	5.27582366666667	5.31078033333333	6.00028166666667	5.92906666666667	6.03671166666667
"ACAT2"	10.30641	10.49515	10.33563	10.39367	10.50639	10.37431	9.760382	9.730045	9.769373	10.48237	10.46742	10.48006
"ACBD3"	8.852682	8.7534875	8.728767	8.6151685	8.577259	8.5906325	9.5535505	9.574902	9.582876	8.8749455	8.9561965	8.827651
"ACBD4"	5.574457	5.223167	5.287235	5.293984	5.275466	5.21753	4.92946	5.005921	5.070966	5.287821	5.149918	5.325666
"ACBD5"	7.4877645	7.6288045	7.610027	7.605187	7.6086565	7.570047	8.064833	8.0917205	8.0401705	7.8063505	7.7669745	7.78033
"ACBD6"	9.404953	9.027262	9.186504	9.26684	9.26047	9.217124	8.606202	8.549438	8.639203	8.859388	8.910527	8.923956
"ACCS"	7.350436	6.876344	6.879355	7.070874	7.07345	6.957871	6.38997	6.356865	6.397324	6.713019	6.87384	6.706131
"ACD"	8.314955	7.950273	7.90041	8.446579	8.129749	8.193536	8.011871	8.073066	8.23705	8.310464	8.322291	8.416166
"ACE"	3.3637555	3.212044	3.438351	3.568942	3.283721	3.3309645	4.1879865	3.653255	3.856843	4.350957	4.3061865	4.3839125
"ACE2"	3.077429	2.959563	3.058124	3.1023865	3.035673	2.72729	2.8501475	2.8280675	2.873834	2.7899705	2.8065645	2.876314
"ACER1"	3.1875	3.625132	3.39965	3.445797	3.548029	3.472987	3.28165	3.324667	3.238102	3.313251	3.262202	3.332239
"ACER3"	6.34273	6.37945516666667	6.2855145	6.4395175	6.43508366666667	6.38667	5.91580716666667	5.89705266666667	5.8937115	5.1448045	5.08761883333333	5.0996065
"ACHE"	4.402229	4.37113233333333	4.64321466666667	4.64619866666667	4.63791766666667	4.53803	3.95500566666667	4.10474233333333	4.11539933333333	4.08613133333333	4.11250033333333	4.01826866666667
"ACIN1"	7.751955	7.602993	7.624413	8.026003	7.991876	7.83662	7.688722	7.666075	7.667748	7.699636	7.828895	7.828117
"ACKR1"	3.804056	3.914596	3.618187	3.982852	3.691019	3.757538	3.744585	3.662342	3.964929	3.692219	3.640013	3.812101
"ACKR1 /// CADM3"	3.845369	3.626319	3.485286	3.965043	3.736252	3.548948	3.658431	3.670751	3.697759	3.525777	3.495644	3.475887
"ACKR2"	3.546763	3.54620733333333	3.55722366666667	3.44508	3.37052966666667	3.49616933333333	3.71778066666667	3.56271533333333	3.55162466666667	3.46166166666667	3.64307533333333	3.54615
"ACKR3"	5.9756105	6.0287405	6.0389605	6.025162	5.9264585	6.0336455	6.0448965	5.980344	6.116796	7.0781055	7.077926	7.015488
"ACKR3 /// AK023507"	4.237099	4.347725	4.362376	3.960988	3.870502	3.946326	4.61389	4.136675	4.326121	6.022152	6.133273	6.285717
"ACKR4"	2.352746	2.167832	2.565306	2.352421	2.124655	2.366579	2.296415	2.279355	2.356537	2.172911	2.347381	2.331037
"ACLY"	10.8732966666667	10.873471	10.9128143333333	10.7989786666667	10.8770773333333	10.829225	10.6702816666667	10.6447903333333	10.6759046666667	11.41242	11.4079933333333	11.45673
"ACMSD"	2.866408	2.816554	2.699554	2.80145	2.604491	2.557378	3.106624	2.932604	2.885402	2.628868	2.741338	2.897839
"ACN9"	7.015346	9.104299	8.870654	9.179166	9.414428	9.52787	7.930333	7.920259	7.752754	8.310073	8.225269	8.086065
"ACO1"	5.863278	5.647782	5.4993885	5.742426	5.816219	5.9962095	6.642275	6.545583	6.5901505	6.260602	6.219533	6.3331055
"ACO2"	6.6496195	6.4015385	6.484552	6.7097675	6.6809775	6.671214	6.790319	6.782481	6.782936	7.392419	7.361207	7.3722305
"ACOT1 /// ACOT2"	9.274259	9.229613	9.211098	9.195418	9.118686	9.170736	9.479851	9.454948	9.504168	8.670713	8.703758	8.802511
"ACOT11"	4.07682925	4.3491435	4.3753845	4.38648675	4.402749	4.46485125	3.897745	3.88572425	3.82880875	4.298019	4.498936	4.44868125
"ACOT12"	2.400952	2.535012	2.387513	2.416317	2.572616	2.521571	2.399749	2.780457	2.534721	2.591968	2.476932	2.516986
"ACOT13"	10.32518	9.880845	10.01757	9.461631	9.493402	9.425469	9.063814	9.072001	9.127335	8.646025	8.700703	8.727333
"ACOT4"	7.861606	7.367507	7.471568	5.957368	5.919638	5.571978	6.827139	6.712204	6.821955	6.57762	6.806754	6.685627
"ACOT6"	2.456385	2.627218	2.444376	2.20545	2.708562	2.769909	2.612369	2.450191	2.542727	2.248603	2.480385	2.635322
"ACOT7"	9.425375	9.01967	9.1065605	9.1653815	9.1215275	9.108413	8.761714	8.827128	8.830018	10.759156	10.780018	10.7833255
"ACOT8"	7.5361405	7.2454845	7.2111025	7.5334755	7.488276	7.4364255	5.6887775	5.676227	5.79173	6.7495755	6.7567485	6.6040325
"ACOT9"	9.19172	8.960803	9.020235	8.56566	8.520479	8.458282	10.09605	10.13222	10.09526	7.131702	7.191784	7.119495
"ACOX1"	6.056588	5.8854676	5.9278882	5.9959014	6.064449	6.0063202	6.2142524	6.1895478	6.2050114	6.2984562	6.2815338	6.2658018
"ACOX2"	4.770946	4.704393	4.873775	4.259811	3.938502	4.236457	5.33037	5.556902	5.409325	3.858566	3.834656	4.046079
"ACOX3"	6.2529985	6.047251	6.0688925	5.873281	5.8983745	5.8375605	6.403186	6.3465825	6.2648675	6.150003	6.23957	6.271769
"ACOXL"	3.0995755	3.0355735	3.3897575	3.3282555	3.1829635	3.2684385	3.141393	3.056539	3.0210645	3.082342	3.154492	3.18163
"ACP1"	8.00946175	7.8621965	7.8884795	8.10467325	8.1141975	8.14413225	7.8518855	7.949068	7.94373275	8.17882725	8.16975675	8.16681425
"ACP2"	8.056782	7.734868	7.745635	7.724061	7.591681	7.57538	8.094313	8.142082	8.162281	7.484155	7.491542	7.543848
"ACP5"	4.135278	4.048006	3.925536	4.199404	3.935607	4.113552	3.626657	3.990044	4.111139	3.647437	3.997051	3.530443
"ACP6"	6.482268	6.3564885	6.5220825	6.7674965	6.81987	6.68736	6.8939925	6.873643	6.9388005	5.5208205	5.30151	5.4363895
"ACPP"	3.39149666666667	3.40866266666667	3.459961	2.981635	3.20780533333333	3.11384466666667	4.23811933333333	4.329616	4.19292233333333	3.508728	3.42378866666667	3.49671733333333
"ACPT"	5.203654	5.376899	5.644	5.395223	5.564528	5.591738	5.309981	5.339535	5.450467	5.522623	5.416623	5.471493
"ACR"	4.245433	4.062972	4.354371	3.997241	4.045953	3.997601	3.991498	4.01432	4.095952	3.980307	3.919809	4.05097
"ACRBP"	3.538795	3.87770266666667	3.903527	3.941863	3.691554	4.079211	3.70658266666667	3.743191	3.595221	3.83145033333333	3.812695	3.782556
"ACRC"	5.164702	4.963251	4.858933	5.470534	5.406202	5.288294	6.504852	6.332062	6.495739	4.401356	4.378776	4.609427
"ACRV1"	3.3493075	3.58610066666667	3.60610316666667	3.405923	3.60276716666667	3.47659466666667	3.70228733333333	3.59639833333333	3.60521883333333	3.81213333333333	3.73855866666667	3.89338316666667
"ACSBG1"	3.232219	3.195743	3.4289255	3.0505125	2.9596005	3.136171	3.216807	3.1440685	3.1960675	3.134641	3.1433435	3.104159
"ACSBG2"	3.464875	3.285609	3.167893	3.362851	3.589501	3.341017	3.518047	3.186099	3.733893	3.093021	4.000425	3.698777
"ACSF2"	7.207397	7.107906	7.114886	6.772901	6.82827	6.5711	8.250046	8.599873	8.529584	8.68391	8.64187	8.467993
"ACSF3"	5.193534	5.07941166666667	4.965936	5.28403966666667	5.230309	5.264022	4.68648366666667	4.82619233333333	4.73043866666667	4.57213133333333	4.672857	4.80434166666667
"ACSL1"	7.2005755	7.249236	7.074277	6.2401255	6.071466	6.1983105	8.860268	8.811371	8.797599	9.620871	9.6164855	9.67599
"ACSL3"	9.04346666666667	9.209416	9.10066766666667	9.36001566666667	9.37699	9.382112	9.74872933333333	9.77117966666667	9.71930666666667	8.65506866666667	8.59053766666667	8.64922066666667
"ACSL4"	4.723194	5.46082166666667	5.23674333333333	4.75954766666667	4.71620566666667	4.723985	6.76191433333333	6.74113333333333	6.73754833333333	5.21767766666667	4.955398	4.98041566666667
"ACSL5"	4.376478	4.415782	4.160114	3.6553965	3.5709635	3.6598345	3.6223785	3.46397	3.597423	3.557636	3.7636015	3.5925285
"ACSL6"	3.0989112	2.8983922	2.946748	2.947341	3.0146222	2.9993964	2.9398162	3.0115464	2.8982714	5.1468342	5.1319238	5.2487474
"ACSM1"	2.860207	2.8179285	3.0345025	2.748532	2.743912	2.8148585	2.7152605	2.7284655	2.760101	2.7163095	2.792647	2.714078
"ACSM2A"	2.4152415	2.2631305	2.328672	2.2728525	2.153565	2.2925025	2.1291395	2.223214	1.99706	2.169776	2.0989565	2.1260625
"ACSM2A /// ACSM2B"	3.224219	3.265208	3.324245	3.406609	3.3308725	3.4867165	3.0494055	3.212885	3.4921495	3.3134025	3.15259	3.0574805
"ACSM2B"	2.111074	2.263786	2.680704	2.472062	2.475929	2.54173	2.503596	2.398995	2.672999	2.479779	2.374496	2.60406
"ACSM3"	3.459538	3.2693755	3.292716	3.258154	3.2584035	3.2336145	2.9106655	2.9185385	3.060434	2.889189	2.848227	2.9691155
"ACSM5"	3.38362166666667	3.249648	3.678635	3.260343	3.371837	3.24514933333333	3.24863666666667	3.23444733333333	3.221709	3.24134766666667	3.25570133333333	3.16917866666667
"ACSS1"	4.5044138	4.5019708	4.553538	4.560318	4.4770382	4.5467192	4.535497	4.6255402	4.5061562	4.0401782	4.1044878	4.2625338
"ACSS2"	6.827816	6.286525	6.411065	6.229614	6.261228	6.52165	6.820197	6.713415	6.821311	7.094842	7.132586	7.080776
"ACSS3"	4.3724885	4.7481465	4.146286	3.2923405	3.491318	3.1101155	3.5948295	3.375222	3.6015995	3.0756815	2.959583	3.157404
"ACTA1"	3.941694	3.125261	3.350882	3.584355	3.30862	3.380746	3.033573	3.309561	3.380425	3.072385	3.138031	3.244875
"ACTA2"	7.622955	7.3057575	7.405458	5.9127835	5.882486	5.977273	7.318682	7.3028145	7.2358185	3.6291305	3.5902785	3.3005745
"ACTA2-AS1"	4.34202	3.691808	4.05763	3.84655	3.702272	3.422477	4.414602	4.230933	4.196325	3.278166	3.557381	3.436723
"ACTA2 /// ACTA2"	3.997126	3.668229	3.643334	3.221276	3.426132	3.076786	3.621861	3.312357	3.541214	2.979017	2.745736	2.866188
"ACTB"	13.1707116666667	13.046315	13.068345	12.693085	12.6662716666667	12.6425916666667	13.708	13.709385	13.6903516666667	13.3219483333333	13.35971	13.3547833333333
"ACTB /// ACTG1"	13.3464088888889	13.4559188888889	13.4600944444444	13.2702366666667	13.2966077777778	13.2835988888889	13.7160811111111	13.7104755555556	13.7070788888889	13.6153477777778	13.6178122222222	13.6155866666667
"ACTBP9 /// ACTBP9"	7.59883	7.916634	7.675194	7.197619	7.150567	7.362666	8.841688	8.465749	8.465816	8.149903	8.088334	7.919531
"ACTC1"	5.545578	5.603952	5.54926	5.299654	5.309594	5.324412	5.661108	6.013932	5.590217	5.321967	5.448067	5.421336
"ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B"	3.282309	3.429468	3.255958	3.693677	3.8258	3.434329	4.609571	4.400428	4.592815	4.038384	4.164523	3.978987
"ACTG1P4 /// AMY2B /// RNPC3"	8.399876	8.383344	8.196312	8.561696	8.555552	8.587801	7.244463	7.173037	7.148671	7.952811	7.924089	8.081474
"ACTG2"	7.441463	7.236628	7.2622685	6.9357525	6.9700565	6.9573375	5.636218	5.6818825	5.7591325	4.1771895	3.9726415	4.134876
"ACTL10"	6.075724	5.990092	5.861584	6.16075	6.23008	5.930718	4.726494	4.776042	4.640413	4.683706	5.077852	4.858705
"ACTL6A"	8.358501	10.48696	9.933523	10.24666	10.4806	10.5885	9.420652	9.477303	9.323548	10.25623	10.11034	9.979109
"ACTL6B"	3.5392755	3.765286	3.980528	3.714592	3.653601	4.048434	4.2968375	4.174281	4.24755	7.9748975	7.9728315	7.9552675
"ACTL7A"	4.865994	4.713467	4.888944	4.709893	4.727583	4.744459	4.671866	5.089344	4.652646	4.969806	4.708757	4.822
"ACTL7B"	4.491895	4.563695	4.631556	4.305105	4.622418	4.625552	4.705223	4.56645	4.495924	4.56792	4.643889	4.622128
"ACTL8"	6.007715	5.397436	5.561636	5.289311	5.700715	5.732779	5.769808	5.691048	5.581127	5.307429	5.264563	5.33473
"ACTL9"	3.179117	3.156565	2.939667	3.028607	2.906949	3.182077	2.92026	2.771982	2.947736	2.36001	2.572531	2.755872
